title_slug,tags,difficulty
encrypt-and-decrypt-strings,"['Array', 'Hash Table', 'String', 'Design', 'Trie']",Hard
most-beautiful-item-for-each-query,"['Array', 'Binary Search', 'Sorting']",Medium
partition-array-into-disjoint-intervals,['Array'],Medium
design-browser-history,"['Array', 'Linked List', 'Stack', 'Design', 'Doubly-Linked List', 'Data Stream']",Medium
first-missing-positive,"['Array', 'Hash Table']",Hard
process-restricted-friend-requests,"['Union Find', 'Graph']",Hard
best-time-to-buy-and-sell-stock-iv,"['Array', 'Dynamic Programming']",Hard
zigzag-iterator,"['Array', 'Design', 'Queue', 'Iterator']",Medium
design-video-sharing-platform,"['Hash Table', 'Stack', 'Design', 'Ordered Set']",Hard
lowest-common-ancestor-of-a-binary-tree-iii,"['Hash Table', 'Two Pointers', 'Tree', 'Binary Tree']",Medium
smallest-subarrays-with-maximum-bitwise-or,"['Array', 'Binary Search', 'Bit Manipulation', 'Sliding Window']",Medium
range-frequency-queries,"['Array', 'Hash Table', 'Binary Search', 'Design', 'Segment Tree']",Medium
largest-values-from-labels,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Counting']",Medium
cherry-pickup,"['Array', 'Dynamic Programming', 'Matrix']",Hard
paths-in-maze-that-lead-to-same-room,['Graph'],Medium
delete-leaves-with-a-given-value,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
tree-of-coprimes,"['Array', 'Math', 'Tree', 'Depth-First Search', 'Number Theory']",Hard
minimum-operations-to-reduce-an-integer-to-0,"['Dynamic Programming', 'Greedy', 'Bit Manipulation']",Medium
house-robber-iii,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
maximum-path-quality-of-a-graph,"['Array', 'Backtracking', 'Graph']",Hard
check-array-formation-through-concatenation,"['Array', 'Hash Table']",Easy
target-sum,"['Array', 'Dynamic Programming', 'Backtracking']",Medium
number-of-connected-components-in-an-undirected-graph,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",Medium
minimum-rounds-to-complete-all-tasks,"['Array', 'Hash Table', 'Greedy', 'Counting']",Medium
flip-columns-for-maximum-number-of-equal-rows,"['Array', 'Hash Table', 'Matrix']",Medium
minimum-adjacent-swaps-to-reach-the-kth-smallest-number,"['Two Pointers', 'String', 'Greedy']",Medium
add-two-polynomials-represented-as-linked-lists,"['Linked List', 'Math', 'Two Pointers']",Medium
binary-string-with-substrings-representing-1-to-n,['String'],Medium
vowels-of-all-substrings,"['Math', 'String', 'Dynamic Programming', 'Combinatorics']",Medium
harshad-number,['Math'],Easy
minimum-cost-to-hire-k-workers,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Hard
check-for-contradictions-in-equations,"['Array', 'Depth-First Search', 'Union Find', 'Graph']",Hard
maximum-compatibility-score-sum,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium
binary-tree-paths,"['String', 'Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",Easy
number-of-islands,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium
count-total-number-of-colored-cells,['Math'],Medium
time-needed-to-rearrange-a-binary-string,"['String', 'Dynamic Programming', 'Simulation']",Medium
surroundedRegions,[],N/A
confusing-number-ii,"['Math', 'Backtracking']",Hard
make-array-zero-by-subtracting-equal-amounts,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Simulation']",Easy
minimize-the-maximum-of-two-arrays,"['Math', 'Binary Search', 'Number Theory']",Medium
water-bottles-ii,"['Math', 'Simulation']",Medium
count-houses-in-a-circular-street-ii,[],Hard
reorder-list,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']",Medium
all-possible-full-binary-trees,"['Dynamic Programming', 'Tree', 'Recursion', 'Memoization', 'Binary Tree']",Medium
longest-common-prefix,"['String', 'Trie']",Easy
thousand-separator,['String'],Easy
equalize-strings-by-adding-or-removing-characters-at-ends,"['String', 'Binary Search', 'Dynamic Programming', 'Sliding Window', 'Hash Function']",Medium
decoded-string-at-index,"['String', 'Stack']",Medium
smallest-range,[],N/A
merge-bsts-to-create-single-bst,"['Hash Table', 'Binary Search', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard
find-the-sum-of-encrypted-integers,"['Array', 'Math']",Easy
beautiful-towers-i,"['Array', 'Stack', 'Monotonic Stack']",Medium
delete-greatest-value-in-each-row,"['Array', 'Sorting', 'Heap (Priority Queue)', 'Matrix', 'Simulation']",Easy
depth-of-bst-given-insertion-order,"['Tree', 'Binary Search Tree', 'Binary Tree', 'Ordered Set']",Medium
find-minimum-in-rotated-sorted-array,"['Array', 'Binary Search']",Medium
sort-array-by-parity-ii,"['Array', 'Two Pointers', 'Sorting']",Easy
node-with-highest-edge-score,"['Hash Table', 'Graph']",Medium
minimum-height-trees,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",Medium
longest-palindromic-substring,"['Two Pointers', 'String', 'Dynamic Programming']",Medium
minimum-operations-to-write-the-letter-y-on-a-grid,"['Array', 'Hash Table', 'Matrix', 'Counting']",Medium
minimum-unique-word-abbreviation,"['String', 'Backtracking', 'Bit Manipulation']",Hard
minimum-cost-for-tickets,"['Array', 'Dynamic Programming']",Medium
extract-kth-character-from-the-rope-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy
palindrome-number,['Math'],Easy
maximum-value-at-a-given-index-in-a-bounded-array,"['Binary Search', 'Greedy']",Medium
can-you-eat-your-favorite-candy-on-your-favorite-day,"['Array', 'Prefix Sum']",Medium
ways-to-express-an-integer-as-sum-of-powers,['Dynamic Programming'],Medium
max-number-of-k-sum-pairs,"['Array', 'Hash Table', 'Two Pointers', 'Sorting']",Medium
smallest-integer-divisible-by-k,"['Hash Table', 'Math']",Medium
subarrays-distinct-element-sum-of-squares-ii,"['Array', 'Dynamic Programming', 'Binary Indexed Tree', 'Segment Tree']",Hard
construct-quad-tree,"['Array', 'Divide and Conquer', 'Tree', 'Matrix']",Medium
multiply-strings,"['Math', 'String', 'Simulation']",Medium
maximum-width-of-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
combination-sum-iv,"['Array', 'Dynamic Programming']",Medium
path-with-maximum-gold,"['Array', 'Backtracking', 'Matrix']",Medium
maximum-score-after-splitting-a-string,"['String', 'Prefix Sum']",Easy
find-the-value-of-the-partition,"['Array', 'Sorting']",Medium
ternary-expression-parser,"['String', 'Stack', 'Recursion']",Medium
simplify-path,"['String', 'Stack']",Medium
map-sum-pairs,"['Hash Table', 'String', 'Design', 'Trie']",Medium
maximum-and-sum-of-array,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
determine-whether-matrix-can-be-obtained-by-rotation,"['Array', 'Matrix']",Easy
number-of-distinct-roll-sequences,"['Dynamic Programming', 'Memoization']",Hard
maximum-earnings-from-taxi,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming', 'Sorting']",Medium
lru-cache,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']",Medium
maximize-the-topmost-element-after-k-moves,"['Array', 'Greedy']",Medium
check-if-a-parentheses-string-can-be-valid,"['String', 'Stack', 'Greedy']",Medium
handshakes-that-dont-cross,"['Math', 'Dynamic Programming']",Hard
4sum-ii,"['Array', 'Hash Table']",Medium
find-smallest-letter-greater-than-target,"['Array', 'Binary Search']",Easy
card-flipping-game,"['Array', 'Hash Table']",Medium
distribute-coins-in-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
change-the-root-of-a-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
design-twitter,"['Hash Table', 'Linked List', 'Design', 'Heap (Priority Queue)']",Medium
dota2-senate,"['String', 'Greedy', 'Queue']",Medium
unique-number-of-occurrences,"['Array', 'Hash Table']",Easy
number-of-spaces-cleaning-robot-cleaned,"['Array', 'Matrix', 'Simulation']",Medium
remove-trailing-zeros-from-a-string,['String'],Easy
elimination-game,"['Math', 'Recursion']",Medium
tag-validator,"['String', 'Stack']",Hard
tweet-counts-per-frequency,"['Hash Table', 'Binary Search', 'Design', 'Sorting', 'Ordered Set']",Medium
detect-cycles-in-2d-grid,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Medium
total-distance-traveled,"['Math', 'Simulation']",Easy
fraction-addition-and-subtraction,"['Math', 'String', 'Simulation']",Medium
maximum-strictly-increasing-cells-in-a-matrix,"['Array', 'Binary Search', 'Dynamic Programming', 'Memoization', 'Sorting', 'Matrix']",Hard
verbal-arithmetic-puzzle,"['Array', 'Math', 'String', 'Backtracking']",Hard
matrix-block-sum,"['Array', 'Matrix', 'Prefix Sum']",Medium
design-log-storage-system,"['Hash Table', 'String', 'Design', 'Ordered Set']",Medium
build-an-array-with-stack-operations,"['Array', 'Stack', 'Simulation']",Medium
stream-of-characters,"['Array', 'String', 'Design', 'Trie', 'Data Stream']",Hard
minimum-amount-of-time-to-fill-cups,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Easy
minimum-operations-to-convert-number,"['Array', 'Breadth-First Search']",Medium
minimum-number-of-operations-to-make-string-sorted,"['Math', 'String', 'Combinatorics']",Hard
largest-merge-of-two-strings,"['Two Pointers', 'String', 'Greedy']",Medium
maximum-number-of-events-that-can-be-attended,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",Medium
sliding-subarray-beauty,"['Array', 'Hash Table', 'Sliding Window']",Medium
max-consecutive-ones-iii,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']",Medium
reach-a-number,"['Math', 'Binary Search']",Medium
longest-subsequence-repeated-k-times,"['String', 'Backtracking', 'Greedy', 'Counting', 'Enumeration']",Hard
largest-submatrix-with-rearrangements,"['Array', 'Greedy', 'Sorting', 'Matrix']",Medium
restore-the-array-from-adjacent-pairs,"['Array', 'Hash Table']",Medium
find-elements-in-a-contaminated-binary-tree,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']",Medium
reformat-phone-number,['String'],Easy
remove-element,"['Array', 'Two Pointers']",Easy
nth-magical-number,"['Math', 'Binary Search']",Hard
divide-an-array-into-subarrays-with-minimum-cost-i,"['Array', 'Sorting', 'Enumeration']",Easy
amount-of-new-area-painted-each-day,"['Array', 'Segment Tree', 'Ordered Set']",Hard
match-substring-after-replacement,"['Array', 'Hash Table', 'String', 'String Matching']",Hard
binary-watch,"['Backtracking', 'Bit Manipulation']",Easy
insert-delete-getrandom-o1-duplicates-allowed,"['Array', 'Hash Table', 'Math', 'Design', 'Randomized']",Hard
minimum-initial-energy-to-finish-tasks,"['Array', 'Greedy', 'Sorting']",Hard
partition-labels,"['Hash Table', 'Two Pointers', 'String', 'Greedy']",Medium
can-make-palindrome-from-substring,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum']",Medium
longest-absolute-file-path,"['String', 'Stack', 'Depth-First Search']",Medium
check-if-all-1s-are-at-least-length-k-places-away,['Array'],Easy
number-of-employees-who-met-the-target,['Array'],Easy
queries-on-a-permutation-with-key,"['Array', 'Binary Indexed Tree', 'Simulation']",Medium
increasing-triplet-subsequence,"['Array', 'Greedy']",Medium
longest-subarray-with-maximum-bitwise-and,"['Array', 'Bit Manipulation', 'Brainteaser']",Medium
find-building-where-alice-and-bob-can-meet,"['Array', 'Binary Search', 'Stack', 'Binary Indexed Tree', 'Segment Tree', 'Heap (Priority Queue)', 'Monotonic Stack']",Hard
minimum-string-length-after-removing-substrings,"['String', 'Stack', 'Simulation']",Easy
xor-operation-in-an-array,"['Math', 'Bit Manipulation']",Easy
row-with-maximum-ones,"['Array', 'Matrix']",Easy
smallest-good-base,"['Math', 'Binary Search']",Hard
minimum-non-zero-product-of-the-array-elements,"['Math', 'Greedy', 'Recursion']",Medium
decrypt-string-from-alphabet-to-integer-mapping,['String'],Easy
max-chunks-to-make-sorted-ii,"['Array', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']",Hard
maximum-twin-sum-of-a-linked-list,"['Linked List', 'Two Pointers', 'Stack']",Medium
number-of-ways-to-split-array,"['Array', 'Prefix Sum']",Medium
count-the-number-of-good-subsequences,"['Hash Table', 'Math', 'String', 'Combinatorics', 'Counting']",Medium
evaluate-reverse-polish-notation,"['Array', 'Math', 'Stack']",Medium
self-crossing,"['Array', 'Math', 'Geometry']",Hard
the-number-of-good-subsets,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
removing-minimum-number-of-magic-beans,"['Array', 'Greedy', 'Sorting', 'Enumeration', 'Prefix Sum']",Medium
design-a-todo-list,"['Array', 'Hash Table', 'String', 'Design', 'Sorting']",Medium
squirrel-simulation,"['Array', 'Math']",Medium
parallel-courses-iii,"['Array', 'Dynamic Programming', 'Graph', 'Topological Sort']",Hard
find-champion-ii,['Graph'],Medium
find-and-replace-pattern,"['Array', 'Hash Table', 'String']",Medium
numbers-with-same-consecutive-differences,"['Backtracking', 'Breadth-First Search']",Medium
count-the-number-of-fair-pairs,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Medium
strong-password-checker,"['String', 'Greedy', 'Heap (Priority Queue)']",Hard
minimum-falling-path-sum-ii,"['Array', 'Dynamic Programming', 'Matrix']",Hard
remove-max-number-of-edges-to-keep-graph-fully-traversable,"['Union Find', 'Graph']",Hard
buildings-with-an-ocean-view,"['Array', 'Stack', 'Monotonic Stack']",Medium
maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,"['Binary Search', 'Dynamic Programming', 'Bit Manipulation']",Medium
subsets,"['Array', 'Backtracking', 'Bit Manipulation']",Medium
design-search-autocomplete-system,"['String', 'Design', 'Trie', 'Sorting', 'Heap (Priority Queue)', 'Data Stream']",Hard
maximum-odd-binary-number,"['Math', 'String', 'Greedy']",Easy
maximize-number-of-subsequences-in-a-string,"['String', 'Greedy', 'Prefix Sum']",Medium
meeting-rooms-ii,"['Array', 'Two Pointers', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Prefix Sum']",Medium
minimum-obstacle-removal-to-reach-corner,"['Array', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']",Hard
minimize-result-by-adding-parentheses-to-expression,"['String', 'Enumeration']",Medium
vowel-spellchecker,"['Array', 'Hash Table', 'String']",Medium
stickers-to-spell-word,"['Array', 'String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Hard
maximum-number-of-events-that-can-be-attended-ii,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']",Hard
line-reflection,"['Array', 'Hash Table', 'Math']",Medium
word-break,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie', 'Memoization']",Medium
previous-permutation-with-one-swap,"['Array', 'Greedy']",Medium
string-compression,"['Two Pointers', 'String']",Medium
permuteUnique,[],N/A
minimum-knight-moves,['Breadth-First Search'],Medium
rotated-digits,"['Math', 'Dynamic Programming']",Medium
sentence-similarity-iii,"['Array', 'Two Pointers', 'String']",Medium
reshape-the-matrix,"['Array', 'Matrix', 'Simulation']",Easy
132-pattern,"['Array', 'Binary Search', 'Stack', 'Monotonic Stack', 'Ordered Set']",Medium
insert-into-a-binary-search-tree,"['Tree', 'Binary Search Tree', 'Binary Tree']",Medium
rotate-list,"['Linked List', 'Two Pointers']",Medium
text-justification,"['Array', 'String', 'Simulation']",Hard
super-pow,"['Math', 'Divide and Conquer']",Medium
count-good-numbers,"['Math', 'Recursion']",Medium
uniquePathWithObstacles,[],N/A
find-edges-in-shortest-paths,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']",Hard
increasing-subsequences,[],N/A
decremental-string-concatenation,"['Array', 'String', 'Dynamic Programming']",Medium
find-positive-integer-solution-for-a-given-equation,"['Math', 'Two Pointers', 'Binary Search', 'Interactive']",Medium
maximum-matching-of-players-with-trainers,"['Array', 'Two Pointers', 'Greedy', 'Sorting']",Medium
largest-local-values-in-a-matrix,"['Array', 'Matrix']",Easy
implement-stack-using-queues,"['Stack', 'Design', 'Queue']",Easy
determine-if-string-halves-are-alike,"['String', 'Counting']",Easy
average-of-levels-in-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy
find-the-length-of-the-longest-common-prefix,"['Array', 'Hash Table', 'String', 'Trie']",Medium
copy-list-with-random-pointer,"['Hash Table', 'Linked List']",Medium
minimum-absolute-difference-between-elements-with-constraint,"['Array', 'Binary Search', 'Ordered Set']",Medium
people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,"['Array', 'Hash Table', 'String']",Medium
steps-to-make-array-non-decreasing,"['Array', 'Linked List', 'Stack', 'Monotonic Stack']",Medium
counting-words-with-a-given-prefix,"['Array', 'String', 'String Matching']",Easy
sort-list,"['Linked List', 'Two Pointers', 'Divide and Conquer', 'Sorting', 'Merge Sort']",Medium
minimum-number-of-steps-to-make-two-strings-anagram-ii,"['Hash Table', 'String', 'Counting']",Medium
longest-substring-of-one-repeating-character,"['Array', 'String', 'Segment Tree', 'Ordered Set']",Hard
excel-sheet-column-number,"['Math', 'String']",Easy
sort-characters-by-frequency,"['Hash Table', 'String', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting']",Medium
maximum-xor-of-two-non-overlapping-subtrees,"['Tree', 'Depth-First Search', 'Graph', 'Trie']",Hard
minimum-cost-to-merge-stones,"['Array', 'Dynamic Programming', 'Prefix Sum']",Hard
maximize-happiness-of-selected-children,"['Array', 'Greedy', 'Sorting']",Medium
number-of-wonderful-substrings,"['Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum']",Medium
image-overlap,"['Array', 'Matrix']",Medium
minimum-area-rectangle,"['Array', 'Hash Table', 'Math', 'Geometry', 'Sorting']",Medium
